Date,Open,High,Low,Close,Adj Close,Volume
0,2011-11-17,17.812238693237305,18.37384605407715,17.812238693237305,17.879295349121094,16.338985443115234,20946098
1,2011-11-18,17.896060943603516,18.04693984985352,17.39312744140625,17.60268211364746,16.086204528808594,3243171
2,2011-11-21,17.60268211364746,17.795473098754883,16.78122329711914,17.015926361083984,15.549997329711914,2823115
3,2011-11-22,17.015926361083984,17.35959815979004,16.471080780029297,16.68063735961914,15.243593215942385,3565519
4,2011-11-23,16.51299285888672,16.55490493774414,16.110645294189453,16.454317092895508,15.036772727966309,1266250
5,2011-11-25,16.387258529663086,16.61357879638672,16.345348358154297,16.471080780029297,15.05208969116211,333563
6,2011-11-28,16.64710807800293,17.032690048217773,16.48784637451172,16.797988891601562,15.350834846496582,835458
7,2011-11-29,16.76445960998535,16.76445960998535,16.51299285888672,16.75607681274414,15.312535285949709,637062
8,2011-11-30,16.890193939208984,17.988264083862305,16.86504554748535,17.46856689453125,15.963643074035645,679652
9,2011-12-01,17.560771942138672,17.64459228515625,17.057836532592773,17.44342041015625,15.940659523010254,572521
10,2011-12-02,17.560771942138672,17.979883193969727,17.51885986328125,17.912824630737305,16.36962890625,697309
11,2011-12-05,17.979883193969727,18.36546516418457,17.937971115112305,18.24811363220215,16.676034927368164,2466885
12,2011-12-06,18.139144897460938,18.65046119689941,18.113998413085938,18.54987335205078,16.951791763305664,625251
13,2011-12-07,18.382230758666992,18.52472877502441,18.29002571105957,18.44090461730957,16.85221290588379,188017
14,2011-12-08,18.20620346069336,18.39061164855957,18.12238121032715,18.181055068969727,16.61475372314453,450835
15,2011-12-09,18.12238121032715,18.42414093017578,17.812238693237305,18.23134994506836,16.66071319580078,587791
16,2011-12-12,17.937971115112305,18.09723472595215,17.812238693237305,18.030176162719727,16.476865768432617,514780
17,2011-12-13,18.14752769470215,18.29002571105957,17.778709411621094,17.862531661987305,16.32366371154785,666529
18,2011-12-14,17.669740676879883,17.761945724487305,17.225482940673828,17.300922393798828,15.810442924499512,1255752
19,2011-12-15,17.585918426513672,18.34031867980957,17.426654815673828,17.56915283203125,16.05556297302246,850490
20,2011-12-16,17.56915283203125,18.02179336547852,17.38474464416504,17.57753562927246,16.063228607177734,250888
21,2011-12-19,17.661357879638672,17.745180130004883,17.401508331298828,17.59429931640625,16.078542709350586,177757
22,2011-12-20,17.963117599487305,18.181055068969727,17.745180130004883,18.02179336547852,16.469207763671875,381999
23,2011-12-21,17.912824630737305,18.17267417907715,17.845766067504883,17.937971115112305,16.392602920532227,320440
24,2011-12-22,17.963117599487305,18.31517219543457,17.963117599487305,18.264877319335938,16.69135093688965,446779
25,2011-12-23,18.29002571105957,18.81810569763184,18.130762100219727,18.39061164855957,16.806255340576172,647203
26,2011-12-27,19.18692398071289,19.18692398071289,17.921207427978516,18.14752769470215,16.5841064453125,528618
27,2011-12-28,18.24811363220215,18.29002571105957,17.67812156677246,17.761945724487305,16.231748580932617,172746
28,2011-12-29,17.787090301513672,17.963117599487305,17.619447708129883,17.954736709594727,16.407926559448242,344896
29,2011-12-30,17.988264083862305,18.139144897460938,17.67812156677246,18.055322647094727,16.499847412109375,152704
30,2012-01-03,18.533109664916992,19.2204532623291,18.23973274230957,18.642078399658203,17.036056518554688,1169498
31,2012-01-04,19.47192001342773,19.47192001342773,18.31517219543457,18.89354515075684,17.265859603881836,469684
32,2012-01-05,18.809722900390625,18.809722900390625,18.23973274230957,18.558256149291992,16.959455490112305,802293
33,2012-01-06,18.558256149291992,19.13662910461425,18.44090461730957,18.901927947998047,17.273523330688477,690628
34,2012-01-09,18.952220916748047,19.03604316711425,18.84325218200684,19.03604316711425,17.39607810974121,499628
35,2012-01-10,19.21207046508789,20.117351531982425,19.21207046508789,19.974853515625,18.25401306152344,1131918
36,2012-01-11,19.94970703125,20.13411521911621,19.773679733276367,20.075439453125,18.34593391418457,271288
37,2012-01-12,20.20117378234864,20.95557403564453,19.99161720275879,20.695724487304688,18.91277885437012,1208986
38,2012-01-13,20.56160926818848,21.223806381225582,20.352054595947266,20.78792953491211,18.997032165527344,645294
39,2012-01-17,20.913663864135746,21.064542770385746,20.34367179870605,20.41911125183105,18.65999794006348,1059145
40,2012-01-18,20.29337882995605,20.95557403564453,20.29337882995605,20.53646278381348,18.767240524291992,679652
41,2012-01-19,20.68734359741211,21.09807205200196,20.61190223693848,21.014249801635746,19.203866958618164,1141105
42,2012-01-20,20.97233963012696,21.12321853637696,20.90528106689453,21.039396286010746,19.226842880249023,634676
43,2012-01-23,21.106454849243164,21.65129852294922,21.02263259887696,21.3579216003418,19.51792907714844,584093
44,2012-01-24,21.207040786743164,21.68482780456543,21.106454849243164,21.63453483581543,19.770713806152344,486863
45,2012-01-25,21.63453483581543,21.70159339904785,21.349538803100582,21.59262466430664,19.73240852355957,720214
46,2012-01-26,21.66806411743164,22.33025932312012,21.09807205200196,21.75188636779785,19.877948760986328,956309
47,2012-01-27,22.59849166870117,22.967309951782227,21.936294555664062,22.7661361694336,20.80482482910156,3047876
48,2012-01-30,22.757753372192383,23.093042373657227,22.271583557128903,22.69907760620117,20.74354362487793,805514
49,2012-01-31,22.858339309692383,23.042749404907227,22.271583557128903,22.48952293395996,20.552040100097656,660445
50,2012-02-01,22.7409896850586,24.04861640930176,22.62363815307617,23.964794158935547,21.900218963623047,850609
51,2012-02-02,23.579212188720703,24.34199523925781,23.36127471923828,24.2833194732666,22.191303253173828,682038
52,2012-02-03,24.509639739990234,26.010059356689453,24.49287414550781,25.77535629272461,23.554800033569336,3254862
53,2012-02-06,25.6663875579834,25.80050277709961,25.0628662109375,25.582565307617188,23.378612518310547,1968927
54,2012-02-07,25.5658016204834,25.5658016204834,24.87845802307129,25.213747024536133,23.04157257080078,944737
